"Mayo Test ID","Test Name","CPT Code"
"COL7","Anti-Collagen type VII, IgG Antibodies, Serum","83516"
"TRPS1","Trichorhinophalangeal syndrome type 1 (TRPS1) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"SYPH1","Syphilis IgG with Reflex, Enzyme Immunoassay, Serum","86780-Syphilis IgG Screen
  86592-Syphilis Rapid Plasma Reagin Screen (if appropriate)
  86593-Rapid Plasma Reagin Titer (if appropriate)
  86780-Syphilis Antibody by TP-PA (if appropriate)"
"NSYPH","Syphilis IgG Enzyme Immunoassay, Serum","86780"
"RPRT1","Rapid Plasma Reagin (RPR) Screen with Reflex to Titer, Serum","86592
  86593-Rapid Plasma Reagin Titer (if appropriate)"
"RPRT2","Rapid Plasma Reagin Titer, Serum","86593"
"IDH2","IHD2, R172K Mutation, Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"C1INF","C1 Esterase Inhibitor, Functional, Serum","83520"
"MPQU","Monoclonal Protein Quantitation, 24 Hour, Urine","84156
  84166
  0077U (if appropriate)"
"RMPQU","Monoclonal Protein Quantitation, Random, Urine","84156
  82570
  84166
  0077U (if appropriate)"
"MPU","Monoclonal Protein Studies, 24 Hour, Urine","84156
  84166
  0077U"
"RMPU","Monoclonal Protein Studies, Random, Urine","84156
  82570
  84166
  0077U"
"SMPU","Monoclonal Protein Screen, 24 Hour, Urine","84156
  84166 Electrophoresis, protein (if appropriate)
  0077U"
"RSMPU","Monoclonal Protein Screen, Random, Urine","84156
  82570
  84166 Electrophoresis, protein (if appropriate)
  0077U"
"HIQDR","HIV-1 RNA Quantification with Reflex to Genotypic Drug Resistance to Reverse Transcriptase, Protease, and Integrase Inhibitors, Plasma","87536 
  0219U (if appropriate)"
"C5B9","SC5b-9 Level Terminal Complement Complex, Plasma","86160"
"MBRAF","BRAF V600 Somatic Mutation Analysis, Bone Marrow","81210"
"TBRAF","BRAF V600 Somatic Mutation Analysis, Tumor, Tissue","81210"
"CLDL1","Cholesterol, Low-Density Lipoprotein (LDL), Calculated, Serum",""
"INTC1","Fasting (8 Hours or more)",""
"SEMA3","Semaphorin 3B (SEMA3B) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"NMITO","Nuclear Mitochondrial Gene Panel, Next-Generation Sequencing, Varies","81440"
"CMITO","Combined Mitochondrial Full Genome and Nuclear Gene Panel, Varies","81460
  81440
  81465"
"ARVGG","Arrhythmogenic Cardiomyopathy Gene Panel, Varies","81439"
"CACMG","Comprehensive Arrhythmia and Cardiomyopathy Gene Panel, Varies","81439"
"CAORG","Comprehensive Marfan, Loeys-Dietz, Ehlers-Danlos, and Aortopathy Gene Panel, Varies","81410"
"CARGG","Comprehensive Arrhythmia Gene Panel, Varies","81413"
"CCMGG","Comprehensive Cardiomyopathy Gene Panel, Varies","81439"
"CHDGG","Congenital Heart Disease Gene Panel, Varies","81404
  81405 x 3
  81406 x 6
  81407 x 3
  81408
  81479
  81479 (if appropriate for government payers)
  81265-Maternal cell contamination (if appropriate)
    88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
    88235-Amniotic Fluid culture (if appropriate)
    88240-Cryopreservation (if appropriate)"
"CPVTG","Catecholaminergic Polymorphic Ventricular Tachycardia Gene Panel, Varies","81405
  81408
  81479
  81479 (if appropriate for government payers)"
"CVHBG","Comprehensive Cerebrovascular Gene Panel, Varies","81405 x5
  81406 x3
  81408
  81479
  81479 (if appropriate for government payers)"
"DCLNG","Dilated Cardiomyopathy and Left Ventricular Noncompaction Cardiomyopathy Gene Panel, Varies","81439"
"EDSGG","Ehlers-Danlos Syndrome Gene Panel, Varies","81408 x2
  81479
  81479 (if appropriate for government payers)"
"HCHLG","Hypercholesterolemia Gene Panel, Varies","81406 x2
  81407
  81479
  81479 (if appropriate for government payers)"
"HCMGG","Hypertrophic Cardiomyopathy Gene Panel, Varies","81439"
"HHTGG","Hereditary Hemorrhagic Telangiectasia and Vascular Malformations Gene Panel, Varies","81406 x3
  81479
  81479 (if appropriate for government payers)"
"HYPBG","Hypobetalipoproteinemia Gene Panel, Varies","81406
  81407
  81479
  81479 (if appropriate for government payers)
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)"
"HYPTG","Hypertriglyceridemia Gene Panel, Varies","81479"
"LIPOG","Lipodystrophy Gene Panel, Varies","81406 x2
  81408
  81479
  81479 (if appropriate for government payers)"
"LQTSG","Long QT Syndrome Gene Panel, Varies","81403
  81406 x2
  81407
  81479
  81479 (if appropriate for government payers)"
"MFBNG","FBN1 Full Gene Sequencing with Deletion/Duplication, Varies","81408"
"MFRGG","Marfan, Loeys-Dietz, and Aortopathy Gene Panel, Varies","81410"
"NSRGG","Noonan Syndrome and Related Conditions Gene Panel, Varies","81442
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)
  88235-Amniotic fluid culture (if appropriate)
  81265-Maternal cell contamination (if appropriate)"
"OIBFG","Osteogenesis Imperfecta and Bone Fragility Gene Panel, Varies","81406 x2
  81408 x2
  81479
  81479 (if appropriate for government payers)"
"PCDGG","Primary Ciliary Dyskinesia Gene Panel, Varies","81479"
"PRKSG","PRKAR1A Full Gene Sequencing with Deletion/Duplication, Varies","81479"
"SCN5A","Brugada Syndrome, SCN5A Full Gene Analysis, Varies","81407"
"SQTSG","Short QT Syndrome Gene Panel, Varies","81403
  81406 x 2
  81479
  81479 (if appropriate for government payers)"
"PBKQN","BK Virus DNA Detection and Quantification, Plasma","87799"
"UBKQN","BK Virus DNA Detection and Quantification, Random, Urine","87799"
"PETH","Phosphatidylethanol Confirmation, Blood","G0480
  80321 (if appropriate for select payers)
  Clinical Toxicology CPT Code Client Guidance"
"POWVB","Powassan Virus, RNA, Molecular Detection, PCR, Blood","87798"
"POWVC","Powassan Virus, RNA, Molecular Detection, PCR, Spinal Fluid","87798"
"POWVS","Powassan Virus, RNA, Molecular Detection, PCR, Serum","87798"
"POWVU","Powassan Virus, RNA, Molecular Detection, PCR, Random, Urine","87798"
"SFRB","Severe Acute Respiratory Syndrome Coronavirus 2 (SARS CoV-2), Influenza A and B, and Respiratory Syncytial Virus, Molecular Detection, Bronchoalveolar Lavage","87637"
"AFTDP","Inherited Frontotemporal Dementia and Amyotrophic Lateral Sclerosis Gene Panel, Varies","81403
  81406 x 9
  81404 x 3
  81405 x 2
  81407
  81479
  81479 (if appropriate for government payers)"
"ATAXP","Inherited Ataxia Gene Panel, Varies","81443"
"CMSP","Inherited Congenital Myasthenic Syndrome Gene Panel, Varies","81443"
"DMDZ","DMD Gene, Full Gene Analysis, Varies","81408"
"DWPAN","Comprehensive Distal Weakness Gene Panel, Varies","81443"
"EDMDP","Inherited Emery-Dreifuss Gene Panel, Varies","81405
  81404
  81406 x 2
  81479
  81479 (if appropriate for government payers)"
"IMNP","Inherited Motor Neuropathy Gene Panel, Varies","81404 x 2
  81405
  81406 x 2
  81479
  81479 (if appropriate for government payers)"
"IMSNP","Inherited Motor and Sensory Neuropathy Gene Panel, Varies","81448"
"ISNP","Inherited Sensory Neuropathy Gene Panel, Varies","81448"
"ISPP","Inherited Spastic Paraplegia Gene Panel, Varies","81448"
"LGCMP","Inherited Limb-Girdle Muscular Dystrophy and Congenital Myasthenic Syndrome Gene Panel, Varies","81443"
"MDYSP","Inherited Muscular Dystrophy Gene Panel, Varies","81443"
"MNDP","Inherited Motor Neuron Disease Gene Panel, Varies","81443"
"MUPAN","Comprehensive Neuromuscular Gene Panel, Varies","81443"
"PARDP","Inherited Parkinson Disease Gene Panel, Varies","81403
  81404 x 3
  81405 x 4
  81406 x 9
  81407
  81408
  81479
  81479 (if appropriate for government payers)"
"PEPAN","Comprehensive Peripheral Neuropathy Gene Panel, Varies","81448"
"RABMP","Inherited Rhabdomyolysis and Metabolic Myopathy Panel, Varies","81443"
"SEP9Z","SEPTIN9 Gene, Full Gene Analysis, Varies","81479"
"SMCP","Inherited Skeletal Muscle Channelopathy Gene Panel, Varies","81403
  81406 x 3
  81479
  81479 (if appropriate for government payers)"
"SOD1Z","SOD1 Gene, Full Gene Analysis, Varies","81404"
"TTRZ","TTR Gene, Full Gene Analysis, Varies","81404
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88235-Amniotic fluid culture (if appropriate)
  81265-Maternal cell contamination (if appropriate)"
"ORTHP","Orthostatic Proteinuria, Random, Urine","CRETR- 82570
  PRCON- 84156"
"PRCON","Protein, Total, Random, Urine","84156"
"RATO2","Protein/Creatinine, Random, Urine",""
"SFX","Protein S Activity, Plasma","85306"
"MEASR","Measles Virus, Molecular Detection, PCR, Throat","87798"
"MEASU","Measles Virus, Molecular Detection, PCR, Random, Urine","87798"
"MUMPR","Mumps Virus, Molecular Detection, PCR, Buccal","87798"
"MUMPU","Mumps Virus, Molecular Detection, PCR, Random, Urine","87798"
"HIVDS","HIV-1 and HIV-2 Antigen and Antibody Diagnostic Evaluation, Serum","87389
  86701 (if appropriate)
  86702 (if appropriate)
  87535 (if appropriate)
  87538 (if appropriate)"
"HVPRS","HIV Antigen and Antibody Prenatal Routine Screen, Serum","87389
  G0475 (if appropriate)
  86701 (if appropriate)
  86702 (if appropriate)
  87535 (if appropriate)
  87538 (if appropriate)"
"HVPPS","HIV-1 and HIV-2 Antibody Confirmation and Differentiation Prenatal, Serum","86701
  86702
  87535 (if appropriate)
  87538 (if appropriate)"
"HEXLA","Hexagonal Lupus Anticoagulant, Plasma","85598"
"ADPKP","Focused Autosomal Dominant Polycystic Kidney Disease Gene Panel, Varies","81405
  81406 x 2
  81407
  81479 (if appropriate for government payers)"
"AHUGP","Atypical Hemolytic Uremic Syndrome (aHUS)/Thrombotic Microangiopathy (TMA) /Complement 3 Glomerulopathy (C3G) Gene Panel, Varies","81404 81479 81479 (if appropriate for government payers)&amp;nbsp;"
"ALAGP","Alagille Syndrome Gene Panel, Varies","81407
  81479
  81479 (if appropriate for government payers)"
"ALPGP","Alport Syndrome Gene Panel, Varies","81407 
  81408 x 2 
  81479
  81479 (if appropriate for government payers)"
"CASRG","CASR Full Gene Sequencing with Deletion/Duplication, Varies","81405"
"CKDGP","Cystic Kidney Disease Gene Panel, Varies","81404
  81405
  81406 x 6
  81407 x 4
  81408 x 3
  81479
  81265-Maternal cell contamination (if appropriate)
    88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
    88235-Amniotic Fluid culture (if appropriate)
    81479 (if appropriate for government payers)"
"NEPHP","Comprehensive Nephrology Gene Panel, Varies","81401 x 2
  81404 x 12
  81405 x 8
  81406 x 22
  81407 x 13
  81408 x 5
  81479
  81479 (if appropriate for government payers)"
"RBART","Bartter Syndrome Gene Panel, Varies","81404
  81406
  81407
  81479
  81479 (if appropriate for government payers)"
"RFSGS","Focal Segmental Glomerulosclerosis (FSGS) and Nephrotic Syndrome Gene Panel, Varies","81408 x 2
  81405 x 2
  81406 x 4
  81407 x 4
  81479
  81479 (if appropriate for government payers)"
"RSCGP","Nephrocalcinosis, Nephrolithiasis, and Renal Electrolyte Imbalance Gene Panel, Varies","81404 x 4
  81405 x 2
  81406 x 8
  81407 x 2
  81479
  81479 (if appropriate for government payers)"
"CRT2F","Creatinine, 24 Hour, Urine",""
"APHTC","Amphiphysin Antibody Titer Assay, Spinal Fluid","86256"
"APHTS","Amphiphysin Antibody Titer Assay, Serum","86256"
"CHBVS","Chronic Hepatitis B Screen, Serum","87340
  G0499-(if appropriate)
  87350 (if appropriate)
  87341 (if appropriate)
  86707 (if appropriate)"
"TERTD","TERT Promoter Mutation Analysis, Droplet Digital PCR, Tumor","81345
  88381-Microdissection, manual"
"EDN","Eosinophil Derived Neurotoxin, Serum","83520"
"CINPC","CINtec IHC Multiplex, PC (Bill Only)","88344"
"GUSBB","Beta-Glucuronidase, Blood Spot","82657"
"GUSBW","Beta-Glucuronidase, Leukocytes","82657"
"I2SB","Iduronate-2-Sulfatase, Blood Spot","82657
  83864 (if appropriate)"
"I2SWB","Iduronate-2-Sulfatase, Leukocytes","82657"
"MPS3B","Mucopolysaccharidosis III, Three-Enzyme Panel, Blood Spot","82657
  83864 (if appropriate)"
"MPS3W","Mucopolysaccharidosis III, Four-Enzyme Panel, Leukocytes","82657"
"MPS4B","Mucopolysaccharidosis IV Enzyme Panel, Blood Spot","82657
  83864 (if appropriate)"
"MPS4W","Mucopolysaccharidosis IV Enzyme Panel, Leukocytes","82657"
"MSDBS","Multiple Sulfatase Deficiency, Blood Spot","82657
  83864 (if appropriate)"
"MSDW","Multiple Sulfatase Deficiency, Leukocytes","82657"
"BMIPB","Borrelia miyamotoi Detection, PCR, Blood","87478"
"BPRPV","Bordetella pertussis and Bordetella parapertussis, Molecular Detection, PCR, Varies","87798 x 2
  87798 (if appropriate for government payers)"
"EPCRB","Ehrlichia/Anaplasma, Molecular Detection, PCR, Blood","87468
  87484
  87798 x 2
  87999 ( if appropriate for government payers)"
"BABPB","Babesia species, Molecular Detection, PCR, Blood","87798 x2
  87469
  87999 (if appropriate for government payers)"
"JCPCR","JC Virus, Molecular Detection, PCR, Spinal Fluid","87798"
"EBVPV","Epstein-Barr Virus (EBV), Molecular Detection, PCR, Varies","87798"
"HSVPV","Herpes Simplex Virus (HSV), Molecular Detection, PCR, Varies","87529 x 2
  87529 (if appropriate for government payers)"
"HSVPB","Herpes Simplex Virus (HSV), Molecular Detection, PCR, Blood","87529 x 2
  87529 (if appropriate for government payers)"
"VZVPV","Varicella-Zoster Virus, Molecular Detection, PCR, Varies","87798"
"LYMPV","Lyme Disease, Molecular Detection, PCR, Varies","87476
  87798 x 2
  87801 (if appropriate for government payers)"
"TIKLB","Tick-Borne Panel, Molecular Detection, PCR, Blood","87798 x4
  87469
  87468
  87484
  87478
  87999 (if appropriate for government payers)"
"MALP","Malabsorption Evaluation Panel, Feces","0430U"
"NGCLN","MayoComplete Chronic Lymphoid Neoplasms, Next-Generation Sequencing, Varies","81450"
"NGBCL","MayoComplete B-Cell Lymphoma, Next-Generation Sequencing, Varies","81450"
"NGTCL","MayoComplete T-Cell Lymphoma, Next-Generation Sequencing, Varies","81450"
"NGPCM","MayoComplete Plasma Cell Myeloma, Next-Generation Sequencing, Varies","81450"
"NGHIS","MayoComplete Histiocytic Neoplasms, Next-Generation Sequencing, Varies","81450"
"POU2F","POU2F3 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"AHPRU","Antihypertension Panel, Random, Urine","G0481
  80377 (if appropriate for select payers)
  Clinical Toxicology CPT Code Client Guidance
  &amp;nbsp;
  &amp;nbsp;"
"CDPCR","Clostridioides difficile Toxin, PCR, Feces","87493"
"RPRT3","Rapid Plasma Reagin (RPR) with Reflex to Treponema pallidum Particle Agglutination, Serum","86592
  86593- (if appropriate)
  86780- (if appropriate)"
"DMITO","Mitochondrial DNA Deletion Heteroplasmy, ddPCR, Varies","81479"
"VZIKM","Zika Virus, IgM Antibody Capture ELISA, Serum","86794"
"CRTFR","Creatinine, Random, Urine","82570"
"DIS","Human Leukocyte Antigens (HLA) Class I and II Disease Association Typing, Low Resolution, Blood","81370
  81376 x3"
"H1083","HIK1083 Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"CSPMM","Plasma Cell Myeloma Pre-Analysis Cell Sorting, Bone Marrow","88184-Flow Cytometry; first cell surface, cytoplasmic or nuclear marker
  88185 x 5-Flow Cytometry, additional cell surface, cytoplasmic or nuclear marker (each)"
"RAVMP","Ravulizumab  Monitoring Panel, Serum","80299
  86161"
"JAKFM","JAK2 V617F Mutation Detection, Bone Marrow","81270"
"CALFM","CALR Mutation Analysis, Myeloproliferative Neoplasm (MPN), Bone Marrow","81219"
"MPLFM","MPL Exon 10 Mutation Detection, Bone Marrow","81339"
"ECMP","Eculizumab Monitoring Panel, Serum","80299
  86161"
"HIBAG","Histoplasma and Blastomyces Antigen, Enzyme Immunoassay, Serum","87449"
"MSUSC","Branched-Chain Amino Acids, Self-Collect, Blood Spot","0381U"
"IL6DX","Interleukin-6, Serum","83529"
"SV40","SV40 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"REVE2","Erythrocytosis Evaluation, Blood","83020-26
  83020
  83021
  83789
  83068 (if appropriate)
  82664 (if appropriate)
  88184 (if appropriate)"
"CASHR","Cashew, IgE with Reflex to Cashew Component, IgE, Serum","86003"
"CASHX","Cashew Component, IgE, Serum","86008"
"NUTHR","Hazelnut-Food, IgE with Reflex to Hazelnut-Food Components, IgE, Serum","86003"
"NUTHX","Hazelnut-Food Components, IgE, Serum","86003
  86008 x 3"
"BLWRF","Walnut-Food, IgE, with Reflex to Walnut-Food Components, IgE, Serum","86003"
"BLWX","Walnut-Food Components, IgE, Serum","86008 x2"
"BRAZR","Brazil Nut, IgE with Reflex to Brazil Nut Component, IgE, Serum","86003"
"BRAZX","Brazil Nut Component, IgE, Serum","86008"
"P190M","BCR::ABL1, p190, mRNA Detection, Reverse Transcription PCR, Quantitative, Monitoring Assay, Bone Marrow","81207"
"CMVPV","Cytomegalovirus (CMV) Molecular Detection, PCR, Varies","87496"
"NCYB","Recessive Congenital Methemoglobinemia, CYB5 and CYB5 Reductase Genetic Analysis, Next-Generation Sequencing, Varies","81479"
"NHEM","Hereditary Erythrocytosis Focused Gene Panel, Next-Generation Sequencing, Varies","81404
  81479
  81479 (if appropriate for government payers)"
"GNANT","Antithrombin Deficiency, SERPINC1 Gene, Next-Generation Sequencing, Varies","81479"
"NHEP","Hereditary Erythrocytosis Gene Panel, Next-Generation Sequencing, Varies","81404
  81405
  81479
  81479 (if appropriate for government payers)"
"NHHA","Hereditary Hemolytic Anemia Gene Panel, Next-Generation Sequencing, Varies","81443"
"NENZ","Red Blood Cell Enzyme Disorders Gene Panel, Next-Generation Sequencing, Varies","81443"
"NMEM","Red Blood Cell Membrane Disorders Gene Panel, Next-Generation Sequencing, Varies","81405
  81479
  81479 (if appropriate for government payers)"
"NCDA","Congenital Dyserythropoietic Anemia Gene Panel, Next-Generation Sequencing, Varies","81479"
"GNF7","Factor VII Deficiency, F7 Gene, Next-Generation Sequencing, Varies","81479
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)
  88235-Amniotic fluid culture (if appropriate)"
"GNHMA","Hemophilia A, F8 Gene, Next-Generation Sequencing, Varies","81407
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)
  88235-Amniotic fluid culture (if appropriate)
  81265-Maternal cell contamination (if appropriate)"
"GNHMB","Hemophilia B, F9 Gene, Next-Generation Sequencing, Varies","81238
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)
  88235-Amniotic fluid culture (if appropriate)
  81265-Maternal cell contamination (if appropriate)"
"GNF11","Hemophilia C (Factor XI Deficiency), F11 Gene, Next-Generation Sequencing, Varies","81479
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)
  88235-Amniotic fluid culture (if appropriate)"
"GNF13","Factor XIII Deficiency, F13A1 and F13B Genes, Next-Generation Sequencing, Varies","81479
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)
  88235-Amniotic fluid culture (if appropriate)
  81265-Maternal cell contamination (if appropriate)"
"GNFIB","Congenital Fibrinogen Disorders, FGA, FGB, and FGG Genes, Next-Generation Sequencing, Varies","81479
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)
  88235-Amniotic fluid culture (if appropriate)
  81265-Maternal cell contamination (if appropriate)"
"GNPRC","Protein C Deficiency, PROC Gene, Next-Generation Sequencing, Varies","81479"
"GNPRS","Protein S Deficiency, PROS1 Gene, Next-Generation Sequencing, Varies","81479"
"GNVWD","von Willebrand Disease, VWF and GP1BA Genes, Next-Generation Sequencing, Varies","81408
  81479
  81479 (if appropriate for government payers)
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)
  88235-Amniotic fluid culture (if appropriate)
  81265-Maternal cell contamination (if appropriate)"
"GNANG","Hereditary Angioedema Focused Gene Panel, Next-Generation Sequencing, Varies","81479"
"GNADM","Hereditary Thrombotic Thrombocytopenic Purpura, ADAMTS13 Gene, Next-Generation Sequencing, Varies","81479"
"GNBLF","Bleeding Disorders, Focused Gene Panel, Next-Generation Sequencing, Varies","81238
    81407
    81408
    81479
    81479 (if appropriate for government payers)
    88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
    88240-Cryopreservation (if appropriate)
    88235-Amniotic fluid culture (if appropriate)
    81265-Maternal cell contamination (if appropriate)"
"GNBLC","Bleeding Disorders, Comprehensive Gene Panel, Next-Generation Sequencing, Varies","81443
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)
  88235-Amniotic fluid culture (if appropriate)
  81265-Maternal cell contamination (if appropriate)"
"GNTHR","Thrombosis Disorders, Comprehensive Gene Panel, Next-Generation Sequencing, Varies","81443"
"GNPLT","Platelet Disorders, Comprehensive Gene Panel, Next-Generation Sequencing, Varies","81443
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)"
"GNMY9","MYH9-Related Disorders, MYH9 Gene, Next-Generation Sequencing, Varies","81479"
"GNMTC","Macro/Microthrombocytopenia Gene Panel, Next-Generation Sequencing, Varies","81443
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)"
"GNSPD","Platelet Storage Pool Deficiency Gene Panel, Next-Generation Sequencing, Varies","81443"
"GNHTC","Hereditary Thrombocytopenia Gene Panel, Next-Generation Sequencing, Varies","81443
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)"
"GNPFD","Platelet Function Defect Gene Panel, Next-Generation Sequencing, Varies","81443"
"AHLP","AudioloGene Hearing Loss Panel, Varies","81430
  81431
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)"
"CHLAP","Chlamydia IgM and IgG Panel, Immunofluorescence, Serum","86632 x 2
  86631 x 2"
"CHLM","Chlamydia IgM, Immunofluorescence, Serum","86632 x 2"
"CHLG","Chlamydia IgG, Immunofluorescence, Serum","86631 x 2"
"VHPV","Human Papillomavirus (HPV) Vaginal Detection with Genotyping for High-Risk Types by PCR","87626
  G0476 (if appropriate)"
"SC018","Whole Blood",""
"WNDZ","Wilson Disease, ATP7B Full Gene Sequencing with Deletion/Duplication, Varies","81406"
"SPIRO","Spirochete Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"VZIKU","Zika Virus, PCR, Molecular Detection, Random, Urine","87662"
"VZIKS","Zika Virus, PCR, Molecular Detection, Serum","87662"
"MEF2B","Myocyte Enhancer Factor 2 (MEF2B) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"CEAPC","Carcinoembryonic Antigen (CEA), Pancreatic Cyst Fluid","82378"
"TILAP","Tilapia, IgE, Serum","86003"
"ALDG2","Autoimmune Liver Disease Panel, Serum","86381
  86039
  86015
  86015-Titer (if appropriate)"
"CD200","CD200 (OX2) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MTBXS","Mycobacterium tuberculosis Complex, Molecular Detection and Rifampin Resistance, PCR, Sputum","87564"
"HISGT","Histone Genes Mutation Analysis, Next-Generation Sequencing, Tumor","88381-Microdissection, manual
  81445"
"MCKCP","MayoComplete Kidney Cancer Panel, Next-Generation Sequencing, Tumor","88381-Microdissection, manual
  81457"
"MCBPP","MayoComplete Bladder and Prostate Cancer Panel, Next-Generation Sequencing, Tumor","88381-Microdissection, manual 81457"
"MCFRC","MayoComplete Renal Cell Carcinoma with Fibromyomatous Stroma Panel, Next-Generation Sequencing, Tumor","88381-Microdissection, manual
  81479
  81406
  81407
  81404
  81479 (if appropriate for government payers)"
"MCGYN","MayoComplete Gynecological Cancer Panel, Next-Generation Sequencing, Tumor","88381-Microdissection, manual
  81457"
"MCECP","MayoComplete Endometrial Carcinoma Panel, Next-Generation Sequencing, Tumor","88381-Microdissection, manual
  81457"
"MCOCP","MayoComplete Ovarian, Fallopian Tube, and Peritoneal Cancer Panel, Next-Generation Sequencing, Tumor","88381-Microdissection, manual
  81457"
"IDTRT","IDH1, IDH2, and TERT Mutation Analysis, Next-Generation Sequencing, Tumor","88381-Microdissection, manual
  0481U"
"TFH","FH Mutation Analysis, Next-Generation Sequencing, Tumor","88381-Microdissection, manual
  81405"
"DICET","DICER1 Mutation Analysis, Next-Generation Sequencing, Tumor","88381-Microdissection, manual
  81479"
"POLET","POLE Mutation Analysis, Next-Generation Sequencing, Tumor","88381-Microdissection, manual
  81479"
"MYODT","MYOD1 Mutation Analysis, Next-Generation Sequencing, Tumor","88381-Microdissection, manual
  81479"
"ALKT","ALK Mutation Analysis, Next-Generation Sequencing, Tumor","88381-Microdissection, manual 81479"
"NTRKM","NTRK Genes Mutation Analysis, Next-Generation Sequencing, Tumor","88381-Microdissection, manual
  81479"
"SDHMP","SDH Genes Mutation Analysis, Next-Generation Sequencing, Tumor","88381-Microdissection, manual
  81404
  81405 x2
  81406
  81479 (if appropriate for government payers)"
"PBPFD","Lead Profile Occupational Exposure, Blood","83655
  82542"
"HIAAP","5-Hydroxyindoleacetic Acid, Plasma","83497"
"OPE","Ova and Parasite, Travel History or Immunocompromised, Feces","87177-Concentration (any type), for infectious agents
  87209-Smear, primary source with interpretation; complex special stain (eg, trichrome, iron hematoxylin) for ova and parasites"
"ALPSG","Autoimmune Lymphoproliferative Syndrome (ALPS) Gene Panel, Varies","81443
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)"
"BTKSG","Bruton Tyrosine Kinase, BTK Full Gene Analysis, Varies","81406
  88233- Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240- Cryopreservation (if appropriate)"
"CFTRN","Cystic Fibrosis Transmembrane Conductance Regulator, CFTR, Full Gene Analysis, Varies","81223
    88233- Tissue culture, skin, solid tissue biopsy (if appropriate)
    88240- Cryopreservation (if appropriate)"
"EBLPD","Epstein Barr Virus (EBV) Susceptibility and Lymphoproliferative Disorders Gene Panel, Varies","81443
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)"
"GATAS","GATA-Binding Protein 2, GATA2, Full Gene Analysis, Next-Generation Sequencing, Varies","81479
    88233- Tissue culture, skin, solid tissue biopsy (if appropriate)
    88240- Cryopreservation (if appropriate)"
"HIESG","Hyper-IgE Syndrome Gene Panel, Varies","81443
    88233- Tissue culture, skin, solid tissue biopsy (if appropriate)
    88240- Cryopreservation (if appropriate)"
"HLHGP","Primary Hemophagocytic Lymphohistiocytosis Gene Panel, Varies","81443
  88233- Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240- Cryopreservation (if appropriate)"
"HPANP","Hereditary Pancreatitis Gene Panel, Varies","81223
  81404 x2
  81405
  81479 (if appropriate for government payers)
  88223- Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240- Cryopreservation (if appropriate)"
"IMMAU","Inborn Errors of Immunity with Immune Dysregulation and Autoimmunity Gene Panel, Varies","81443
  88233-Tissue culture, skin, solid tissue biopsy (if appropriate)
  88240-Cryopreservation (if appropriate)"
"SCCNP","Severe Congenital and Cyclic Neutropenia Gene Panel, Varies","81443
    88233- Tissue culture, skin, solid tissue biopsy (if appropriate)
    88240- Cryopreservation (if appropriate)"
