concept_id,concept_name,domain_id,concept_class_id,ATC
21605066,"tropicamide, combinations; ophthalmic",Drug,ATC 5th,S01FA56
21605067,Sympathomimetics excl. antiglaucoma preparations,Drug,ATC 4th,S01FB
21605069,ephedrine; ophthalmic,Drug,ATC 5th,S01FB02
21605070,ibopamine; ophthalmic,Drug,ATC 5th,S01FB03
1123824,phenylephrine and ketorolac; ophthalmic,Drug,ATC 5th,S01FB51
21605071,DECONGESTANTS AND ANTIALLERGICS,Drug,ATC 3rd,S01G
21605072,Sympathomimetics used as decongestants,Drug,ATC 4th,S01GA
21605073,naphazoline; ophthalmic,Drug,ATC 5th,S01GA01
21605074,tetryzoline; ophthalmic,Drug,ATC 5th,S01GA02
21605075,xylometazoline; ophthalmic,Drug,ATC 5th,S01GA03
21605076,oxymetazoline; ophthalmic,Drug,ATC 5th,S01GA04
21605078,oxedrine; ophthalmic,Drug,ATC 5th,S01GA06
21605079,"naphazoline, combinations; ophthalmic",Drug,ATC 5th,S01GA51
21605080,"tetryzoline, combinations; ophthalmic",Drug,ATC 5th,S01GA52
21605081,"xylometazoline, combinations; ophthalmic",Drug,ATC 5th,S01GA53
21605082,"phenylephrine, combinations; ophthalmic",Drug,ATC 5th,S01GA55
21605083,"oxedrine, combinations; ophthalmic",Drug,ATC 5th,S01GA56
21605084,Other antiallergics,Drug,ATC 4th,S01GX
21605085,cromoglicic acid; ophthalmic,Drug,ATC 5th,S01GX01
21605086,levocabastine; ophthalmic,Drug,ATC 5th,S01GX02
21605087,spaglumic acid; ophthalmic,Drug,ATC 5th,S01GX03
21605088,nedocromil; ophthalmic,Drug,ATC 5th,S01GX04
21605089,lodoxamide; ophthalmic,Drug,ATC 5th,S01GX05
21605090,emedastine; ophthalmic,Drug,ATC 5th,S01GX06
21605091,azelastine; ophthalmic,Drug,ATC 5th,S01GX07
21605092,ketotifen; ophthalmic,Drug,ATC 5th,S01GX08
21605093,olopatadine; ophthalmic,Drug,ATC 5th,S01GX09
21605094,epinastine; ophthalmic,Drug,ATC 5th,S01GX10
43534864,alcaftadine; ophthalmic,Drug,ATC 5th,S01GX11
21605095,"cromoglicic acid, combinations; ophthalmic",Drug,ATC 5th,S01GX51
21605096,LOCAL ANESTHETICS,Drug,ATC 3rd,S01H
21605097,Local anesthetics,Drug,ATC 4th,S01HA
21605098,cocaine; ophthalmic,Drug,ATC 5th,S01HA01
21605099,oxybuprocaine; ophthalmic,Drug,ATC 5th,S01HA02
21605100,tetracaine; ophthalmic,Drug,ATC 5th,S01HA03
21605101,proxymetacaine; ophthalmic,Drug,ATC 5th,S01HA04
21605102,procaine; ophthalmic,Drug,ATC 5th,S01HA05
21605103,cinchocaine; ophthalmic,Drug,ATC 5th,S01HA06
21605104,lidocaine; ophthalmic,Drug,ATC 5th,S01HA07
21605106,DIAGNOSTIC AGENTS,Drug,ATC 3rd,S01J
21605107,Colouring agents,Drug,ATC 4th,S01JA
21605108,fluorescein; ophthalmic,Drug,ATC 5th,S01JA01
21605109,rose bengal sodium; ophthalmic,Drug,ATC 5th,S01JA02
21605110,"fluorescein, combinations; ophthalmic",Drug,ATC 5th,S01JA51
21605111,Other ophthalmological diagnostic agents,Drug,ATC 4th,S01JX
21605112,SURGICAL AIDS,Drug,ATC 3rd,S01K
21605113,Viscoelastic substances,Drug,ATC 4th,S01KA
21605114,hyaluronic acid; ophthalmic,Drug,ATC 5th,S01KA01
21605115,hypromellose; ophthalmic,Drug,ATC 5th,S01KA02
21605116,"hyaluronic acid, combinations; ophthalmic",Drug,ATC 5th,S01KA51
21605117,Other surgical aids,Drug,ATC 4th,S01KX
21605118,chymotrypsin; ophthalmic,Drug,ATC 5th,S01KX01
21605119,OCULAR VASCULAR DISORDER AGENTS,Drug,ATC 3rd,S01L
21605120,Antineovascularisation agents,Drug,ATC 4th,S01LA
21605124,ranibizumab; ophthalmic,Drug,ATC 5th,S01LA04
40257019,aflibercept; ophthalmic,Drug,ATC 5th,S01LA05
715840,brolucizumab; ophthalmic,Drug,ATC 5th,S01LA06
21605125,OTHER OPHTHALMOLOGICALS,Drug,ATC 3rd,S01X
21605126,Other ophthalmologicals,Drug,ATC 4th,S01XA
21605127,guaiazulen; ophthalmic,Drug,ATC 5th,S01XA01
21605128,retinol; ophthalmic,Drug,ATC 5th,S01XA02
21605129,"sodium chloride, hypertonic; ophthalmic",Drug,ATC 5th,S01XA03
21605130,potassium iodide; ophthalmic,Drug,ATC 5th,S01XA04
21605131,sodium edetate; ophthalmic,Drug,ATC 5th,S01XA05
21605132,ethylmorphine; ophthalmic,Drug,ATC 5th,S01XA06
21605133,alum; ophthalmic,Drug,ATC 5th,S01XA07
21605134,acetylcysteine; ophthalmic,Drug,ATC 5th,S01XA08
21605135,iodoheparinate; ophthalmic,Drug,ATC 5th,S01XA09
21605136,inosine; ophthalmic,Drug,ATC 5th,S01XA10
21605137,nandrolone; ophthalmic,Drug,ATC 5th,S01XA11
21605138,dexpanthenol; ophthalmic,Drug,ATC 5th,S01XA12
21605139,alteplase; ophthalmic,Drug,ATC 5th,S01XA13
21605140,heparin; ophthalmic,Drug,ATC 5th,S01XA14
21605141,ascorbic acid; ophthalmic,Drug,ATC 5th,S01XA15
21605142,ciclosporin; ophthalmic,Drug,ATC 5th,S01XA18
21605143,artificial tears and other indifferent preparations; ophthalmic,Drug,ATC 5th,S01XA20
43534866,mercaptamine; ophthalmic,Drug,ATC 5th,S01XA21
44819163,ocriplasmin; ophthalmic,Drug,ATC 5th,S01XA22
1588635,sirolimus; ophthalmic,Drug,ATC 5th,S01XA23
1501765,cenegermin; ophthalmic,Drug,ATC 5th,S01XA24
1502093,lifitegrast; ophthalmic,Drug,ATC 5th,S01XA25
715937,riboflavin; ophthalmic,Drug,ATC 5th,S01XA26
715938,voretigene neparvovec; parenteral,Drug,ATC 5th,S01XA27
21605144,OTOLOGICALS,Drug,ATC 2nd,S02
21605145,ANTIINFECTIVES,Drug,ATC 3rd,S02A
21605146,Antiinfectives,Drug,ATC 4th,S02AA
21605147,chloramphenicol; otic,Drug,ATC 5th,S02AA01
21605148,nitrofural; otic,Drug,ATC 5th,S02AA02
21605149,boric acid; otic,Drug,ATC 5th,S02AA03
21605150,aluminium acetotartrate; otic,Drug,ATC 5th,S02AA04
21605151,clioquinol; otic,Drug,ATC 5th,S02AA05
21605152,hydrogen peroxide; otic,Drug,ATC 5th,S02AA06
21605153,neomycin; otic,Drug,ATC 5th,S02AA07
21605154,tetracycline; otic,Drug,ATC 5th,S02AA08
21605155,chlorhexidine; otic,Drug,ATC 5th,S02AA09
21605156,acetic acid; otic,Drug,ATC 5th,S02AA10
21605157,polymyxin B; otic,Drug,ATC 5th,S02AA11
21605158,rifamycin; otic,Drug,ATC 5th,S02AA12
21605159,miconazole; otic,Drug,ATC 5th,S02AA13
21605160,gentamicin; otic,Drug,ATC 5th,S02AA14
21605161,ciprofloxacin; otic,Drug,ATC 5th,S02AA15
21605162,ofloxacin; otic,Drug,ATC 5th,S02AA16
21605163,"antiinfectives, combinations; otic",Drug,ATC 5th,S02AA30
21605164,CORTICOSTEROIDS,Drug,ATC 3rd,S02B
21605165,Corticosteroids,Drug,ATC 4th,S02BA
21605166,hydrocortisone; otic,Drug,ATC 5th,S02BA01
21605167,prednisolone; otic,Drug,ATC 5th,S02BA03
21605168,dexamethasone; otic,Drug,ATC 5th,S02BA06
21605169,betamethasone; otic,Drug,ATC 5th,S02BA07
21605170,fluocinolone acetonide; otic,Drug,ATC 5th,S02BA08
21605171,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,Drug,ATC 3rd,S02C
21605172,Corticosteroids and antiinfectives in combination,Drug,ATC 4th,S02CA
21605173,prednisolone and antiinfectives; otic,Drug,ATC 5th,S02CA01
21605174,flumetasone and antiinfectives; otic,Drug,ATC 5th,S02CA02
21605175,hydrocortisone and antiinfectives; otic,Drug,ATC 5th,S02CA03
21605176,triamcinolone and antiinfectives; otic,Drug,ATC 5th,S02CA04
21605177,fluocinolone acetonide and antiinfectives; otic,Drug,ATC 5th,S02CA05
21605178,dexamethasone and antiinfectives; otic,Drug,ATC 5th,S02CA06
21605179,fludrocortisone and antiinfectives; otic,Drug,ATC 5th,S02CA07
21605180,OTHER OTOLOGICALS,Drug,ATC 3rd,S02D
21605181,Analgesics and anesthetics,Drug,ATC 4th,S02DA
21605182,lidocaine; otic,Drug,ATC 5th,S02DA01
21605183,cocaine; otic,Drug,ATC 5th,S02DA02
21605184,phenazone; otic,Drug,ATC 5th,S02DA03
40257080,cinchocaine; otic,Drug,ATC 5th,S02DA04
21605185,analgesics and anesthetics - combinations; otic,Drug,ATC 5th,S02DA30
21605186,Indifferent preparations,Drug,ATC 4th,S02DC
21605187,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,Drug,ATC 2nd,S03
21605188,ANTIINFECTIVES,Drug,ATC 3rd,S03A
21605189,Antiinfectives,Drug,ATC 4th,S03AA
21605198,"antiinfectives, combinations; ophthalmic, otic",Drug,ATC 5th,S03AA30
21605199,CORTICOSTEROIDS,Drug,ATC 3rd,S03B
21605200,Corticosteroids,Drug,ATC 4th,S03BA
21605204,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,Drug,ATC 3rd,S03C
21605205,Corticosteroids and antiinfectives in combination,Drug,ATC 4th,S03CA
21605211,OTHER OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,Drug,ATC 3rd,S03D
21605212,VARIOUS,Drug,ATC 1st,V
21605213,ALLERGENS,Drug,ATC 2nd,V01
21605214,ALLERGENS,Drug,ATC 3rd,V01A
21605215,Allergen extracts,Drug,ATC 4th,V01AA
21605227,ALL OTHER THERAPEUTIC PRODUCTS,Drug,ATC 2nd,V03
21605228,ALL OTHER THERAPEUTIC PRODUCTS,Drug,ATC 3rd,V03A
21605229,Antidotes,Drug,ATC 4th,V03AB
21605230,"ipecacuanha; oral, topical",Drug,ATC 5th,V03AB01
21605231,nalorphine; parenteral,Drug,ATC 5th,V03AB02
21605233,pralidoxime; systemic,Drug,ATC 5th,V03AB04
21605234,prednisolone and promethazine; systemic,Drug,ATC 5th,V03AB05
21605235,thiosulfate; systemic,Drug,ATC 5th,V03AB06
21605236,sodium nitrite; systemic,Drug,ATC 5th,V03AB08
21605237,"dimercaprol; parenteral, topical",Drug,ATC 5th,V03AB09
21605238,obidoxime; parenteral,Drug,ATC 5th,V03AB13
21605239,protamine,Drug,ATC 5th,V03AB14
21605243,potassium permanganate; systemic,Drug,ATC 5th,V03AB18
21605244,physostigmine; systemic,Drug,ATC 5th,V03AB19
21605245,copper sulfate; systemic,Drug,ATC 5th,V03AB20
21605246,potassium iodide; systemic,Drug,ATC 5th,V03AB21
21605247,amyl nitrite; systemic,Drug,ATC 5th,V03AB22
21605248,acetylcysteine; systemic,Drug,ATC 5th,V03AB23
21605249,digitalis antitoxin; parenteral,Drug,ATC 5th,V03AB24
21605250,flumazenil; parenteral,Drug,ATC 5th,V03AB25
21605251,methionine; systemic,Drug,ATC 5th,V03AB26
21605252,4-dimethylaminophenol; parenteral,Drug,ATC 5th,V03AB27
21605253,cholinesterase; parenteral,Drug,ATC 5th,V03AB29
21605254,prussian blue; oral,Drug,ATC 5th,V03AB31
21605255,glutathione; systemic,Drug,ATC 5th,V03AB32
21605256,hydroxocobalamin; systemic,Drug,ATC 5th,V03AB33
21605257,fomepizole; parenteral,Drug,ATC 5th,V03AB34
21605258,sugammadex; systemic,Drug,ATC 5th,V03AB35
1588672,idarucizumab; parenteral,Drug,ATC 5th,V03AB37
1502092,andexanet alfa; parenteral,Drug,ATC 5th,V03AB38
21605259,Iron chelating agents,Drug,ATC 4th,V03AC
21605260,"deferoxamine; ophthalmic, parenteral",Drug,ATC 5th,V03AC01
21605261,deferiprone; oral,Drug,ATC 5th,V03AC02
21605262,deferasirox; oral,Drug,ATC 5th,V03AC03
21605263,Drugs for treatment of hyperkalemia and hyperphosphatemia,Drug,ATC 4th,V03AE
21605264,polystyrene sulfonate; oral,Drug,ATC 5th,V03AE01
21605219,mould fungus and yeast fungus; systemic,Drug,ATC 5th,V01AA04
21605220,tree pollen; systemic,Drug,ATC 5th,V01AA05
21605221,insects; systemic,Drug,ATC 5th,V01AA07
21605222,food; systemic,Drug,ATC 5th,V01AA08
21605223,textiles; systemic,Drug,ATC 5th,V01AA09
21605224,flowers; systemic,Drug,ATC 5th,V01AA10
21605225,animals; systemic,Drug,ATC 5th,V01AA11
21605226,allergen extracts - various; systemic,Drug,ATC 5th,V01AA20
21605265,sevelamer; oral,Drug,ATC 5th,V03AE02
21605266,lanthanum carbonate; oral,Drug,ATC 5th,V03AE03
21605267,calcium acetate and magnesium carbonate; systemic,Drug,ATC 5th,V03AE04
44819164,sucroferric oxyhydroxide; oral,Drug,ATC 5th,V03AE05
44819165,colestilan; oral,Drug,ATC 5th,V03AE06
1123749,patiromer calcium; oral,Drug,ATC 5th,V03AE09
1501773,sodium zirconium cyclosilicate; oral,Drug,ATC 5th,V03AE10
21605268,Detoxifying agents for antineoplastic treatment,Drug,ATC 4th,V03AF
21605269,mesna; systemic,Drug,ATC 5th,V03AF01
21605270,dexrazoxane; parenteral,Drug,ATC 5th,V03AF02
21605271,calcium folinate; systemic,Drug,ATC 5th,V03AF03
21605272,calcium levofolinate; systemic,Drug,ATC 5th,V03AF04
21605273,amifostine; parenteral,Drug,ATC 5th,V03AF05
21605274,sodium folinate; parenteral,Drug,ATC 5th,V03AF06
21605275,rasburicase; parenteral,Drug,ATC 5th,V03AF07
21605276,palifermin; parenteral,Drug,ATC 5th,V03AF08
21605277,glucarpidase; parenteral,Drug,ATC 5th,V03AF09
21605278,sodium levofolinate; parenteral,Drug,ATC 5th,V03AF10
715870,arginine and lysine; systemic,Drug,ATC 5th,V03AF11
21605279,Drugs for treatment of hypercalcemia,Drug,ATC 4th,V03AG
21605280,sodium cellulose phosphate; systemic,Drug,ATC 5th,V03AG01
21605281,Drugs for treatment of hypoglycemia,Drug,ATC 4th,V03AH
21605282,diazoxide; systemic,Drug,ATC 5th,V03AH01
21605283,Tissue adhesives,Drug,ATC 4th,V03AK
21605284,Drugs for embolisation,Drug,ATC 4th,V03AM
21605285,Medical gases,Drug,ATC 4th,V03AN
21605287,carbon dioxide; inhalant,Drug,ATC 5th,V03AN02
21605288,helium; inhalant,Drug,ATC 5th,V03AN03
21605290,medical air; inhalant,Drug,ATC 5th,V03AN05
21605291,Other therapeutic products,Drug,ATC 4th,V03AX
44819162,nalfurafine; oral,Drug,ATC 5th,V03AX02
43534867,cobicistat; oral,Drug,ATC 5th,V03AX03
21605293,Nerve depressants,Drug,ATC 4th,V03AZ
21605295,DIAGNOSTIC AGENTS,Drug,ATC 2nd,V04
21605296,URINE TESTS,Drug,ATC 3rd,V04B
21605297,OTHER DIAGNOSTIC AGENTS,Drug,ATC 3rd,V04C
21605298,Tests for diabetes,Drug,ATC 4th,V04CA
21605299,tolbutamide; systemic,Drug,ATC 5th,V04CA01
21605300,glucose; oral,Drug,ATC 5th,V04CA02
21605301,Tests for fat absorption,Drug,ATC 4th,V04CB
21605302,vitamin A concentrates; systemic,Drug,ATC 5th,V04CB01
21605303,Tests for bile duct patency,Drug,ATC 4th,V04CC
21605306,sincalide; parenteral,Drug,ATC 5th,V04CC03
21605307,ceruletide; parenteral,Drug,ATC 5th,V04CC04
21605308,Tests for pituitary function,Drug,ATC 4th,V04CD
21605309,metyrapone; oral,Drug,ATC 5th,V04CD01
21605310,sermorelin; parenteral,Drug,ATC 5th,V04CD03
21605311,corticorelin; parenteral,Drug,ATC 5th,V04CD04
21605312,somatorelin; parenteral,Drug,ATC 5th,V04CD05
45893508,macimorelin,Drug,ATC 5th,V04CD06
21605313,Tests for liver functional capacity,Drug,ATC 4th,V04CE
21605314,galactose; systemic,Drug,ATC 5th,V04CE01
21605315,sulfobromophthalein; parenteral,Drug,ATC 5th,V04CE02
1123895,methacetin (13C),Drug,ATC 5th,V04CE03
21605316,Tuberculosis diagnostics,Drug,ATC 4th,V04CF
21605317,tuberculin; systemic,Drug,ATC 5th,V04CF01
21605318,Tests for gastric secretion,Drug,ATC 4th,V04CG
21605320,betazole,Drug,ATC 5th,V04CG02
21605321,histamine phosphate; systemic,Drug,ATC 5th,V04CG03
21605322,pentagastrin; parenteral,Drug,ATC 5th,V04CG04
21605324,caffeine and sodium benzoate; systemic,Drug,ATC 5th,V04CG30
21605325,Tests for renal function and ureteral injuries,Drug,ATC 4th,V04CH
21605326,inulin and other polyfructosans; systemic,Drug,ATC 5th,V04CH01
21605327,indigo carmine; systemic,Drug,ATC 5th,V04CH02
21605328,phenolsulfonphthalein; parenteral,Drug,ATC 5th,V04CH03
21605329,alsactide,Drug,ATC 5th,V04CH04
21605330,aminohippuric acid; oral,Drug,ATC 5th,V04CH30
21605331,Tests for thyreoidea function,Drug,ATC 4th,V04CJ
21605332,thyrotropin; systemic,Drug,ATC 5th,V04CJ01
21605333,protirelin; systemic,Drug,ATC 5th,V04CJ02
21605334,Tests for pancreatic function,Drug,ATC 4th,V04CK
21605335,secretin; parenteral,Drug,ATC 5th,V04CK01
21605336,pancreozymin (cholecystokinin); parenteral,Drug,ATC 5th,V04CK02
21605337,bentiromide; oral,Drug,ATC 5th,V04CK03
21605338,Tests for allergic diseases,Drug,ATC 4th,V04CL
21605339,Tests for fertility disturbances,Drug,ATC 4th,V04CM
21605341,Other diagnostic agents,Drug,ATC 4th,V04CX
715879,indocyanine green; parenteral,Drug,ATC 5th,V04CX01
715767,"methacholine; inhalant, ophthalmic, parenteral, topical",Drug,ATC 5th,V04CX03
715843,13C-urea; oral,Drug,ATC 5th,V04CX05
715763,hexaminolevulinate; systemic,Drug,ATC 5th,V04CX06
715874,edrophonium; parenteral,Drug,ATC 5th,V04CX07
715788,"carbon monoxide; inhalant, oral",Drug,ATC 5th,V04CX08
715790,patent blue; systemic,Drug,ATC 5th,V04CX09
21605342,GENERAL NUTRIENTS,Drug,ATC 2nd,V06
21605343,DIET FORMULATIONS FOR TREATMENT OF OBESITY,Drug,ATC 3rd,V06A
21605344,Low-energy diets,Drug,ATC 4th,V06AA
21605345,PROTEIN SUPPLEMENTS,Drug,ATC 3rd,V06B
21605346,INFANT FORMULAS,Drug,ATC 3rd,V06C
21605347,Nutrients without phenylalanine,Drug,ATC 4th,V06CA
21605348,OTHER NUTRIENTS,Drug,ATC 3rd,V06D
21605349,"Carbohydrates/proteins/minerals/vitamins, combinations",Drug,ATC 4th,V06DA
21605350,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Drug,ATC 4th,V06DB
21605351,Carbohydrates,Drug,ATC 4th,V06DC
21605353,fructose; systemic,Drug,ATC 5th,V06DC02
21605354,"Amino acids, incl. combinations with polypeptides",Drug,ATC 4th,V06DD
21605355,"Amino acids/carbohydrates/minerals/vitamins, combinations",Drug,ATC 4th,V06DE
21605356,Milk substitutes,Drug,ATC 4th,V06DF
21605357,Other combinations of nutrients,Drug,ATC 4th,V06DX
21605358,ALL OTHER NON-THERAPEUTIC PRODUCTS,Drug,ATC 2nd,V07
21605359,ALL OTHER NON-THERAPEUTIC PRODUCTS,Drug,ATC 3rd,V07A
21605360,Plasters,Drug,ATC 4th,V07AA
21605361,"Solvents and diluting agents, incl. irrigating solutions",Drug,ATC 4th,V07AB
21605362,"Blood transfusion, auxiliary products",Drug,ATC 4th,V07AC
21605363,"Blood tests, auxiliary products",Drug,ATC 4th,V07AD
21605364,Incontinence equipment,Drug,ATC 4th,V07AN
21605365,"Sensitivity tests, discs and tablets",Drug,ATC 4th,V07AR
21605366,Stomi equipment,Drug,ATC 4th,V07AS
21605367,Cosmetics,Drug,ATC 4th,V07AT
21605368,Technical disinfectants,Drug,ATC 4th,V07AV
21605369,Washing agents etc.,Drug,ATC 4th,V07AX
21605370,Other non-therapeutic auxiliary products,Drug,ATC 4th,V07AY
21605371,Chemicals and reagents for analysis,Drug,ATC 4th,V07AZ
21605372,CONTRAST MEDIA,Drug,ATC 2nd,V08
21605373,"X-RAY CONTRAST MEDIA, IODINATED",Drug,ATC 3rd,V08A
21605374,"Watersoluble, nephrotropic, high osmolar X-ray contrast media",Drug,ATC 4th,V08AA
21605375,diatrizoic acid,Drug,ATC 5th,V08AA01
21605376,metrizoic acid,Drug,ATC 5th,V08AA02
21605377,iodamide; parenteral,Drug,ATC 5th,V08AA03
21605378,iotalamic acid,Drug,ATC 5th,V08AA04
21605379,ioxitalamic acid,Drug,ATC 5th,V08AA05
21605380,ioglicic acid,Drug,ATC 5th,V08AA06
21605381,acetrizoic acid; oral,Drug,ATC 5th,V08AA07
21605382,iocarmic acid,Drug,ATC 5th,V08AA08
21605383,methiodal,Drug,ATC 5th,V08AA09
21605384,diodone,Drug,ATC 5th,V08AA10
21605385,"Watersoluble, nephrotropic, low osmolar X-ray contrast media",Drug,ATC 4th,V08AB
21605386,metrizamide,Drug,ATC 5th,V08AB01
21605387,iohexol; systemic,Drug,ATC 5th,V08AB02
21605388,ioxaglic acid; parenteral,Drug,ATC 5th,V08AB03
21605389,iopamidol; systemic,Drug,ATC 5th,V08AB04
21605390,iopromide; systemic,Drug,ATC 5th,V08AB05
21605391,iotrolan; parenteral,Drug,ATC 5th,V08AB06
21605392,ioversol; parenteral,Drug,ATC 5th,V08AB07
21605393,iopentol; parenteral,Drug,ATC 5th,V08AB08
21605394,iodixanol; parenteral,Drug,ATC 5th,V08AB09
21605395,iomeprol; parenteral,Drug,ATC 5th,V08AB10
21605396,iobitridol; parenteral,Drug,ATC 5th,V08AB11
21605397,ioxilan,Drug,ATC 5th,V08AB12
21605340,gonadorelin; systemic,Drug,ATC 5th,V04CM01
21605398,"Watersoluble, hepatotropic X-ray contrast media",Drug,ATC 4th,V08AC
21605399,iodoxamic acid; parenteral,Drug,ATC 5th,V08AC01
21605400,iotroxic acid,Drug,ATC 5th,V08AC02
21605401,ioglycamic acid; parenteral,Drug,ATC 5th,V08AC03
21605402,adipiodone; parenteral,Drug,ATC 5th,V08AC04
21605403,iobenzamic acid; oral,Drug,ATC 5th,V08AC05
21605404,iopanoic acid; oral,Drug,ATC 5th,V08AC06
21605405,iocetamic acid; oral,Drug,ATC 5th,V08AC07
21605406,sodium iopodate; oral,Drug,ATC 5th,V08AC08
21605407,tyropanoic acid; oral,Drug,ATC 5th,V08AC09
21605408,calcium iopodate; oral,Drug,ATC 5th,V08AC10
21605409,Non-watersoluble X-ray contrast media,Drug,ATC 4th,V08AD
21605411,iopydol,Drug,ATC 5th,V08AD02
21605412,propyliodone; parenteral,Drug,ATC 5th,V08AD03
21605413,iofendylate; parenteral,Drug,ATC 5th,V08AD04
21605414,"X-RAY CONTRAST MEDIA, NON-IODINATED",Drug,ATC 3rd,V08B
21605415,Barium sulfate containing X-ray contrast media,Drug,ATC 4th,V08BA
21605416,"barium sulfate with suspending agents; oral, rectal, topical",Drug,ATC 5th,V08BA01
21605417,"barium sulfate without suspending agents; oral, rectal, topical",Drug,ATC 5th,V08BA02
21605418,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,Drug,ATC 3rd,V08C
21605419,Paramagnetic contrast media,Drug,ATC 4th,V08CA
21605420,gadopentetic acid; systemic,Drug,ATC 5th,V08CA01
21605421,gadoteric acid; parenteral,Drug,ATC 5th,V08CA02
21605422,gadodiamide; parenteral,Drug,ATC 5th,V08CA03
21605423,gadoteridol; parenteral,Drug,ATC 5th,V08CA04
21605424,mangafodipir; parenteral,Drug,ATC 5th,V08CA05
21605425,gadoversetamide; parenteral,Drug,ATC 5th,V08CA06
21605426,ferric ammonium citrate; oral,Drug,ATC 5th,V08CA07
21605427,gadobenic acid; parenteral,Drug,ATC 5th,V08CA08
21605428,gadobutrol; parenteral,Drug,ATC 5th,V08CA09
21605429,gadoxetic acid; parenteral,Drug,ATC 5th,V08CA10
21605430,gadofosveset; parenteral,Drug,ATC 5th,V08CA11
21605431,Superparamagnetic contrast media,Drug,ATC 4th,V08CB
21605432,ferumoxsil; systemic,Drug,ATC 5th,V08CB01
21605433,ferristene; systemic,Drug,ATC 5th,V08CB02
21605434,"iron oxide, nanoparticles; systemic",Drug,ATC 5th,V08CB03
21605435,Other magnetic resonance imaging contrast media,Drug,ATC 4th,V08CX
21605436,perflubron,Drug,ATC 5th,V08CX01
21605437,ULTRASOUND CONTRAST MEDIA,Drug,ATC 3rd,V08D
21605438,Ultrasound contrast media,Drug,ATC 4th,V08DA
21605439,"perflutren, human albumin microspheres; parenteral",Drug,ATC 5th,V08DA01
21605441,perflenapent,Drug,ATC 5th,V08DA03
21605442,"perflutren, phospholipid microspheres; parenteral",Drug,ATC 5th,V08DA04
21605443,"sulfur hexafluoride, phospholipid microspheres; parenteral",Drug,ATC 5th,V08DA05
45893504,"perflubutane, phospholipid microspheres",Drug,ATC 5th,V08DA06
21605444,DIAGNOSTIC RADIOPHARMACEUTICALS,Drug,ATC 2nd,V09
21605445,CENTRAL NERVOUS SYSTEM,Drug,ATC 3rd,V09A
21605446,Technetium (99mTc) compounds,Drug,ATC 4th,V09AA
21605447,technetium (99mTc) exametazime,Drug,ATC 5th,V09AA01
21605448,technetium (99mTc) bicisate,Drug,ATC 5th,V09AA02
21605449,Iodine (123I) compounds,Drug,ATC 4th,V09AB
21605450,iodine iofetamine (123I),Drug,ATC 5th,V09AB01
21605451,iodine iolopride (123I),Drug,ATC 5th,V09AB02
21605452,iodine ioflupane (123I),Drug,ATC 5th,V09AB03
21605453,Other central nervous system diagnostic radiopharmaceuticals,Drug,ATC 4th,V09AX
21605454,indium (111In) pentetic acid,Drug,ATC 5th,V09AX01
40256590,iodine (124I) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane,Drug,ATC 5th,V09AX03
43534868,flutemetamol (18F),Drug,ATC 5th,V09AX04
43534869,florbetapir (18F),Drug,ATC 5th,V09AX05
45893529,florbetaben (18F),Drug,ATC 5th,V09AX06
21605456,SKELETON,Drug,ATC 3rd,V09B
21605457,Technetium (99mTc) compounds,Drug,ATC 4th,V09BA
21605458,technetium (99mTc) oxidronic acid; parenteral,Drug,ATC 5th,V09BA01
21605459,technetium (99mTc) medronic acid; parenteral,Drug,ATC 5th,V09BA02
21605460,technetium (99mTc) pyrophosphate; parenteral,Drug,ATC 5th,V09BA03
21605461,technetium (99mTc) butedronic acid,Drug,ATC 5th,V09BA04
21605462,RENAL SYSTEM,Drug,ATC 3rd,V09C
21605463,Technetium (99mTc) compounds,Drug,ATC 4th,V09CA
21605464,technetium (99mTc) pentetic acid,Drug,ATC 5th,V09CA01
21605466,technetium (99mTc) mertiatide,Drug,ATC 5th,V09CA03
21605467,technetium (99mTc) gluceptate,Drug,ATC 5th,V09CA04
21605468,technetium (99mTc) gluconate,Drug,ATC 5th,V09CA05
43534870,technetium (99mTc) ethylenedicysteine,Drug,ATC 5th,V09CA06
21605469,Other renal system diagnostic radiopharmaceuticals,Drug,ATC 4th,V09CX
21605470,sodium iodohippurate (123I),Drug,ATC 5th,V09CX01
21605471,sodium iodohippurate (131I),Drug,ATC 5th,V09CX02
21605473,chromium (51Cr) edetate,Drug,ATC 5th,V09CX04
21605474,HEPATIC AND RETICULO ENDOTHELIAL SYSTEM,Drug,ATC 3rd,V09D
21605475,Technetium (99mTc) compounds,Drug,ATC 4th,V09DA
21605476,technetium (99mTc) disofenin; parenteral,Drug,ATC 5th,V09DA01
21605477,technetium (99mTc) etifenin,Drug,ATC 5th,V09DA02
21605478,technetium (99mTc) lidofenin,Drug,ATC 5th,V09DA03
21605479,technetium (99mTc) mebrofenin,Drug,ATC 5th,V09DA04
21605480,technetium (99mTc) galtifenin,Drug,ATC 5th,V09DA05
21605481,"Technetium (99mTc), particles and colloids",Drug,ATC 4th,V09DB
